Words,Count,Adjusted_Freq,Valence,Subjectivity
swallowing,1,0.000477662,0,0
Graduated,1,0.000477662,0,0
With,1,0.000477662,0,0
Arson,1,0.000477662,0,0
Magnet,1,0.000477662,0,0
salary,1,0.000477662,0,0
rating4,1,0.000477662,0,0
mobile,1,0.000477662,0,0
performances,1,0.000477662,0,0
packof,1,0.000477662,0,0
tubes,1,0.000477662,0,0
hips,1,0.000477662,0,0
hyper,1,0.000477662,0,0
5lbs,1,0.000477662,0,0
15hrs,1,0.000477662,0,0
660,1,0.000477662,0,0
hailed,1,0.000477662,0,0
Marcia,1,0.000477662,0,0
paranoia,1,0.000477662,0,0
Buspirone,1,0.000477662,0,0
Michelle,1,0.000477662,0,0
8291972,1,0.000477662,0,0
legible,1,0.000477662,0.2,0.6
Juvie,1,0.000477662,0,0
custodian,1,0.000477662,0,0
biopsy,1,0.000477662,0,0
trees,1,0.000477662,0,0
combinations,1,0.000477662,0,0
Counselor,1,0.000477662,0,0
poisoned,1,0.000477662,0,0
France,1,0.000477662,0,0
inhouse,1,0.000477662,0,0
Para,1,0.000477662,0,0
breakups,1,0.000477662,0,0
wkend,1,0.000477662,0,0
chart,1,0.000477662,0,0
muliple,1,0.000477662,0,0
assertive,1,0.000477662,0,0
Runway,1,0.000477662,0,0
piss,1,0.000477662,0,0
makeup,1,0.000477662,0,0
unstoppable,1,0.000477662,0,0
selfconscious,1,0.000477662,0,0
fitted,1,0.000477662,0,0
exspouse,1,0.000477662,0,0
IEPs,1,0.000477662,0,0
pack1,1,0.000477662,0,0
Gila,1,0.000477662,0,0
100mg,1,0.000477662,0,0
vessel,1,0.000477662,0,0
SYNDROME,1,0.000477662,0,0
maintenance,1,0.000477662,0,0
collected,1,0.000477662,0,0
athletically,1,0.000477662,0,0
referrals,1,0.000477662,0,0
pace,1,0.000477662,0,0
accidently,1,0.000477662,0,0
6021994,1,0.000477662,0,0
transcripts,1,0.000477662,0,0
biking,1,0.000477662,0,0
Allie,1,0.000477662,0,0
lowskill,1,0.000477662,0,0
Furthermore,1,0.000477662,0,0
2631,1,0.000477662,0,0
rulers,1,0.000477662,0,0
strictdid,1,0.000477662,0,0
101916,1,0.000477662,0,0
Unfortunately,1,0.000477662,-0.5,1
clerical,1,0.000477662,0,0
remodel,1,0.000477662,0,0
purchasedin,1,0.000477662,0,0
Odessa,1,0.000477662,0,0
hallway,1,0.000477662,0,0
fatty,1,0.000477662,-0.2,0.4
dime,1,0.000477662,0,0
soberly,1,0.000477662,0.1,0.2
Sawyer,1,0.000477662,0,0
docked,1,0.000477662,0,0
grind,1,0.000477662,0,0
massage,1,0.000477662,0,0
Booker,1,0.000477662,0,0
Maintains,1,0.000477662,0,0
Atwoods,1,0.000477662,0,0
shivering,1,0.000477662,0,0
herabout,1,0.000477662,0,0
quarters,1,0.000477662,0,0
Bernard,1,0.000477662,0,0
Tyler,1,0.000477662,0,0
distanced,1,0.000477662,0,0
praying,1,0.000477662,0,0
retirement,1,0.000477662,0,0
Casting,1,0.000477662,0,0
pronouncing,1,0.000477662,0,0
pantries,1,0.000477662,0,0
motivating,1,0.000477662,0,0
UCO,1,0.000477662,0,0
3133,1,0.000477662,0,0
Creek,1,0.000477662,0,0
outright,1,0.000477662,0,0
Cincinnati,1,0.000477662,0,0
inviting,1,0.000477662,0,0
submission,1,0.000477662,0,0
morewanted,1,0.000477662,0,0
Crib,1,0.000477662,0,0
12191994,1,0.000477662,0,0
depressed102015,1,0.000477662,0,0
saddled,1,0.000477662,0,0
soma,1,0.000477662,0,0
Vintage,1,0.000477662,0,0
SISA,1,0.000477662,0,0
mustang,1,0.000477662,0,0
bruising,1,0.000477662,0,0
Attacks,1,0.000477662,0,0
pounding,1,0.000477662,0,0
10DHS,1,0.000477662,0,0
68mg,1,0.000477662,0,0
minimal,1,0.000477662,-0.1,0.6
rub,1,0.000477662,0,0
lasts,1,0.000477662,0,0
abroad,1,0.000477662,0,0
elderly,1,0.000477662,0,0
7packets,1,0.000477662,0,0
Altus,1,0.000477662,0,0
ids,1,0.000477662,0,0
block,1,0.000477662,0,0
610mg,1,0.000477662,0,0
Quit,1,0.000477662,0,0
smells,1,0.000477662,0,0
placing,1,0.000477662,0,0
4152016,1,0.000477662,0,0
Severe,1,0.000477662,0,0
dull,1,0.000477662,-0.291666667,0.5
812mg,1,0.000477662,0,0
accustomed,1,0.000477662,0,0
popularity,1,0.000477662,0,0
Tx,1,0.000477662,0,0
accessibility,1,0.000477662,0,0
Opened,1,0.000477662,0,0
Avis,1,0.000477662,0,0
Summertime,1,0.000477662,0,0
helpings,1,0.000477662,0,0
2132,1,0.000477662,0,0
paniclike,1,0.000477662,0,0
fidgetingheart,1,0.000477662,0,0
AC,1,0.000477662,0,0
5day,1,0.000477662,0,0
rested,1,0.000477662,0,0
Coca,1,0.000477662,0,0
AZ,1,0.000477662,0,0
Aa,1,0.000477662,0,0
Stimulants,1,0.000477662,0,0
wellbeing,1,0.000477662,0,0
Parent,1,0.000477662,0,0
stave,1,0.000477662,0,0
45Subject,1,0.000477662,0,0
dumptruck,1,0.000477662,0,0
Feeling,1,0.000477662,0,0
Sentenced,1,0.000477662,0,0
homicidal,1,0.000477662,0,0
Lakenheath,1,0.000477662,0,0
positions,1,0.000477662,0,0
button,1,0.000477662,0,0
sideswiped,1,0.000477662,0,0
verdict,1,0.000477662,0,0
enforce,1,0.000477662,0,0
boots,1,0.000477662,0,0
jump,1,0.000477662,0,0
booth,1,0.000477662,0,0
dysgraphia,1,0.000477662,0,0
cartel,1,0.000477662,0,0
honors,1,0.000477662,0,0
Boyd,1,0.000477662,0,0
alprazolam,1,0.000477662,0,0
experiment,1,0.000477662,0,0
12092016,1,0.000477662,0,0
quell,1,0.000477662,0,0
preeclampsia,1,0.000477662,0,0
Tequila,1,0.000477662,0,0
Back,1,0.000477662,0,0
Bach,1,0.000477662,0,0
products,1,0.000477662,0,0
oversees,1,0.000477662,0,0
1530,1,0.000477662,0,0
Arabia,1,0.000477662,0,0
stabilization,1,0.000477662,0,0
Middlebury,1,0.000477662,0,0
win,1,0.000477662,0.8,0.4
Assistance,1,0.000477662,0,0
classrooms,1,0.000477662,0,0
Clovis,1,0.000477662,0,0
buildup,1,0.000477662,0,0
10062016,1,0.000477662,0,0
manipulate,1,0.000477662,0,0
hiding,1,0.000477662,0,0
Wednesday,1,0.000477662,0,0
grove,1,0.000477662,0,0
announcing,1,0.000477662,0,0
averaged,1,0.000477662,0,0
240mg,1,0.000477662,0,0
Anorexia,1,0.000477662,0,0
HIs,1,0.000477662,0,0
stemmed,1,0.000477662,0,0
230,1,0.000477662,0,0
4xmonth,1,0.000477662,0,0
Mrs,1,0.000477662,0,0
advocated,1,0.000477662,0,0
Wilson,1,0.000477662,0,0
sperm,1,0.000477662,0,0
costume,1,0.000477662,0,0
5291992,1,0.000477662,0,0
Body,1,0.000477662,0,0
RAC,1,0.000477662,0,0
OxyContinonce,1,0.000477662,0,0
Cintas,1,0.000477662,0,0
imbalance,1,0.000477662,0,0
dishonorably,1,0.000477662,0,0
commitment,1,0.000477662,0,0
boyfriendhe,1,0.000477662,0,0
FIRST,1,0.000477662,0.25,0.333333333
200011000,1,0.000477662,0,0
university,1,0.000477662,0,0
conceiving,1,0.000477662,0,0
showering,1,0.000477662,0,0
145,1,0.000477662,0,0
youngers,1,0.000477662,0,0
transitions,1,0.000477662,0,0
Shawna,1,0.000477662,0,0
Loral,1,0.000477662,0,0
20102012,1,0.000477662,0,0
achievements,1,0.000477662,0,0
reacts,1,0.000477662,0,0
MyrnaBiological,1,0.000477662,0,0
Week18oz,1,0.000477662,0,0
advisor,1,0.000477662,0,0
Corrections,1,0.000477662,0,0
underpass,1,0.000477662,0,0
midApril,1,0.000477662,0,0
resumed,1,0.000477662,0,0
drowning,1,0.000477662,0,0
hostile,1,0.000477662,0,0
route,1,0.000477662,0,0
diminished,1,0.000477662,0,0
confrontations,1,0.000477662,0,0
margaritas,1,0.000477662,0,0
improving,1,0.000477662,0,0
businessfinance,1,0.000477662,0,0
drinker,1,0.000477662,0,0
NeuroScience,1,0.000477662,0,0
awarded,1,0.000477662,0,0
35present,1,0.000477662,0,0
mal,1,0.000477662,0,0
Spelling,1,0.000477662,0,0
perfectly,1,0.000477662,1,1
beard,1,0.000477662,0,0
exactly,1,0.000477662,0.25,0.25
fuzzy,1,0.000477662,0,0
Restless,1,0.000477662,0,0
Saturdays,1,0.000477662,0,0
conscious,1,0.000477662,0.1,0.5
bee,1,0.000477662,0,0
spurt,1,0.000477662,0,0
AP241,1,0.000477662,0,0
hairstylist,1,0.000477662,0,0
sings,1,0.000477662,0,0
purchasing,1,0.000477662,0,0
pivotal,1,0.000477662,0.5,0.8
Merry,1,0.000477662,0,0
medals,1,0.000477662,0,0
technicality,1,0.000477662,0,0
camper,1,0.000477662,0,0
nursecounselor,1,0.000477662,0,0
expired,1,0.000477662,0,0
Processor,1,0.000477662,0,0
2332,1,0.000477662,0,0
landscaping,1,0.000477662,0,0
tutoring,1,0.000477662,0,0
proceedings,1,0.000477662,0,0
lowered,1,0.000477662,0,0
12181994,1,0.000477662,0,0
Provincial,1,0.000477662,0,0
emerging,1,0.000477662,0,0
Blair,1,0.000477662,0,0
cognitively,1,0.000477662,0,0
tire,1,0.000477662,0,0
rash,1,0.000477662,0,0
Part,1,0.000477662,0,0
inherited,1,0.000477662,0,0
mace,1,0.000477662,0,0
fallout,1,0.000477662,0,0
conservatory,1,0.000477662,0,0
processer,1,0.000477662,0,0
wish,1,0.000477662,0,0
widow,1,0.000477662,0,0
powder,1,0.000477662,0,0
desperate,1,0.000477662,-0.6,1
Protective,1,0.000477662,0,0
beading,1,0.000477662,0,0
tosses,1,0.000477662,0,0
Technician,1,0.000477662,0,0
sabotage,1,0.000477662,0,0
bleed,1,0.000477662,0,0
keg,1,0.000477662,0,0
limits,1,0.000477662,0,0
disobeyed,1,0.000477662,0,0
presentations,1,0.000477662,0,0
Burger,1,0.000477662,0,0
Quebec,1,0.000477662,0,0
intending,1,0.000477662,0,0
gasp,1,0.000477662,0,0
2122016,1,0.000477662,0,0
Music,1,0.000477662,0,0
Avoids,1,0.000477662,0,0
bibs,1,0.000477662,0,0
accomplishing,1,0.000477662,0,0
Relay,1,0.000477662,0,0
29year,1,0.000477662,0,0
perioda,1,0.000477662,0,0
Leukemia,1,0.000477662,0,0
2262016,1,0.000477662,0,0
Raider,1,0.000477662,0,0
uplifted,1,0.000477662,0,0
league,1,0.000477662,0,0
Teenage,1,0.000477662,0,0
hesitant,1,0.000477662,0,0
intimidate,1,0.000477662,0,0
Ann,1,0.000477662,0,0
Votech,1,0.000477662,0,0
nonprescibed,1,0.000477662,0,0
toothbrushes,1,0.000477662,0,0
1512,1,0.000477662,0,0
Infantry,1,0.000477662,0,0
resident,1,0.000477662,0,0
Briggs,1,0.000477662,0,0
Rehabilitations,1,0.000477662,0,0
colostomy,1,0.000477662,0,0
42July,1,0.000477662,0,0
Beau,1,0.000477662,0,0
Codeine,1,0.000477662,0,0
Mitchell,1,0.000477662,0,0
destruction,1,0.000477662,0,0
rift,1,0.000477662,0,0
paycheck,1,0.000477662,0,0
transaction,1,0.000477662,0,0
8292016,1,0.000477662,0,0
neuropathy,1,0.000477662,0,0
1202016,1,0.000477662,0,0
stresstesting,1,0.000477662,0,0
BI,1,0.000477662,0,0
mistaken,1,0.000477662,0,0
TID,1,0.000477662,0,0
skill,1,0.000477662,0,0
2005May,1,0.000477662,0,0
Porter,1,0.000477662,0,0
Bi,1,0.000477662,0,0
lured,1,0.000477662,0,0
sonic,1,0.000477662,0,0
crushed,1,0.000477662,-0.1,0.1
historic,1,0.000477662,0,0
cloud,1,0.000477662,0,0
payments,1,0.000477662,0,0
consulting,1,0.000477662,0,0
20092013,1,0.000477662,0,0
Mason,1,0.000477662,0,0
leery,1,0.000477662,0,0
fillout,1,0.000477662,0,0
Attending,1,0.000477662,0,0
rewarding,1,0.000477662,0.5,1
weeknights,1,0.000477662,0,0
sepsis,1,0.000477662,0,0
limitations,1,0.000477662,0,0
forgiving,1,0.000477662,0,0
Microsoft,1,0.000477662,0,0
unhinged,1,0.000477662,0,0
freedom,1,0.000477662,0,0
820,1,0.000477662,0,0
40lbs,1,0.000477662,0,0
4H,1,0.000477662,0,0
PMs,1,0.000477662,0,0
tabernacle,1,0.000477662,0,0
prozac,1,0.000477662,0,0
pried,1,0.000477662,0,0
recruiter,1,0.000477662,0,0
accountant,1,0.000477662,0,0
hr,1,0.000477662,0,0
kegs,1,0.000477662,0,0
sprinkling,1,0.000477662,0,0
ear,1,0.000477662,0,0
Industrial,1,0.000477662,0,0
depressionanxiety,1,0.000477662,0,0
cells,1,0.000477662,0,0
hosting,1,0.000477662,0,0
11222016,1,0.000477662,0,0
piece,1,0.000477662,0,0
urging,1,0.000477662,0,0
20-Jun,1,0.000477662,0,0
twist,1,0.000477662,0,0
crystals,1,0.000477662,0,0
bikeriding,1,0.000477662,0,0
midwifery,1,0.000477662,0,0
Besides,1,0.000477662,0,0
star,1,0.000477662,0,0
tampermentdisplay,1,0.000477662,0,0
additionally,1,0.000477662,0,0
closesubject,1,0.000477662,0,0
8000,1,0.000477662,0,0
accidents,1,0.000477662,0,0
shunt,1,0.000477662,0,0
atheist,1,0.000477662,0,0
persistent,1,0.000477662,0,0
portion,1,0.000477662,0,0
rebuilding,1,0.000477662,0,0
Orders,1,0.000477662,0,0
disruptive,1,0.000477662,0,0
Boley,1,0.000477662,0,0
6pk,1,0.000477662,0,0
811977,1,0.000477662,0,0
Honda,1,0.000477662,0,0
contained,1,0.000477662,0,0
investigation,1,0.000477662,0,0
fists,1,0.000477662,0,0
BYU,1,0.000477662,0,0
exboyfriendchildrens,1,0.000477662,0,0
skills,1,0.000477662,0,0
companies,1,0.000477662,0,0
solution,1,0.000477662,0,0
unrelated,1,0.000477662,0,0
Agoraphobia,1,0.000477662,0,0
AL808,1,0.000477662,0,0
4650,1,0.000477662,0,0
NYC,1,0.000477662,0,0
10s,1,0.000477662,0,0
spouses,1,0.000477662,0,0
16yo,1,0.000477662,0,0
lights,1,0.000477662,0,0
Put,1,0.000477662,0,0
101016,1,0.000477662,0,0
jointblunt,1,0.000477662,0,0
probationary,1,0.000477662,0,0
selfconfidence,1,0.000477662,0,0
inhaled,1,0.000477662,0,0
105,1,0.000477662,0,0
dry,1,0.000477662,-0.066666667,0.6
tapes,1,0.000477662,0,0
economics,1,0.000477662,0,0
harass,1,0.000477662,0,0
complicated,1,0.000477662,-0.5,1
adolescents,1,0.000477662,0,0
grandkids,1,0.000477662,0,0
Diazepam,1,0.000477662,0,0
cashierjanitor,1,0.000477662,0,0
besides,1,0.000477662,0,0
specifics,1,0.000477662,0,0
quits,1,0.000477662,0,0
Confided,1,0.000477662,0,0
BioChemistry,1,0.000477662,0,0
Downs,1,0.000477662,0,0
Bulgarianspent,1,0.000477662,0,0
Montessori,1,0.000477662,0,0
Suicidal,1,0.000477662,0,0
stangers,1,0.000477662,0,0
schooland,1,0.000477662,0,0
stressing,1,0.000477662,0,0
9072015,1,0.000477662,0,0
association,1,0.000477662,0,0
Irving,1,0.000477662,0,0
Edmond,1,0.000477662,0,0
Qdoba,1,0.000477662,0,0
EEOC,1,0.000477662,0,0
Jack,1,0.000477662,0,0
10102016,1,0.000477662,0,0
minority,1,0.000477662,0,0
overeats,1,0.000477662,0,0
curiosity,1,0.000477662,0,0
president,1,0.000477662,0,0
purchase,1,0.000477662,0,0
stepchildren,1,0.000477662,0,0
Ended,1,0.000477662,0,0
remorseful,1,0.000477662,0,0
athletes,1,0.000477662,0,0
511976,1,0.000477662,0,0
23xmonth,1,0.000477662,0,0
soaking,1,0.000477662,0,0
differently,1,0.000477662,0,0.6
orientated,1,0.000477662,0,0
7312000,1,0.000477662,0,0
Treatment12,1,0.000477662,0,0
rhetoric,1,0.000477662,0,0
Flexeril,1,0.000477662,0,0
daydream,1,0.000477662,0,0
Planning,1,0.000477662,0,0
Destiny,1,0.000477662,0,0
navy,1,0.000477662,0,0
restricted,1,0.000477662,0,0
reader,1,0.000477662,0,0
OSUStillwater,1,0.000477662,0,0
grease,1,0.000477662,0,0
telecommunication,1,0.000477662,0,0
Circuit,1,0.000477662,0,0
1221976,1,0.000477662,0,0
1012005,1,0.000477662,0,0
SSI,1,0.000477662,0,0
user,1,0.000477662,0,0
chew,1,0.000477662,0,0
broadened,1,0.000477662,0,0
boating,1,0.000477662,0,0
Desert,1,0.000477662,0,0
5291999,1,0.000477662,0,0
escort,1,0.000477662,0,0
49year,1,0.000477662,0,0
bouncing,1,0.000477662,0,0
gambled,1,0.000477662,0,0
lower,1,0.000477662,0,0
Post,1,0.000477662,0,0
Eddy,1,0.000477662,0,0
wielder,1,0.000477662,0,0
realestate,1,0.000477662,0,0
fibroid,1,0.000477662,0,0
375mg,1,0.000477662,0,0
Collins,1,0.000477662,0,0
tells,1,0.000477662,0,0
guarddebt,1,0.000477662,0,0
Happiest,1,0.000477662,0,0
Aneurysm,1,0.000477662,0,0
Ivan,1,0.000477662,0,0
unknowingly,1,0.000477662,0,0
assisting,1,0.000477662,0,0
observation,1,0.000477662,0,0
Propranolol,1,0.000477662,0,0
ambassador,1,0.000477662,0,0
retire,1,0.000477662,0,0
experiemented,1,0.000477662,0,0
judges,1,0.000477662,0,0
mothersdayout,1,0.000477662,0,0
surged,1,0.000477662,0,0
bipolar,1,0.000477662,0,0
wearing,1,0.000477662,0,0
flames,1,0.000477662,0,0
endorse,1,0.000477662,0,0
meditate,1,0.000477662,0,0
pallets,1,0.000477662,0,0
comply,1,0.000477662,0,0
earn,1,0.000477662,0,0
troop,1,0.000477662,0,0
fertility,1,0.000477662,0,0
flagged,1,0.000477662,0,0
reference,1,0.000477662,0,0
Debbie,1,0.000477662,0,0
nontraditional,1,0.000477662,0,0
encephalopathy,1,0.000477662,0,0
Freddies,1,0.000477662,0,0
2,1,0.000477662,0,0
3,1,0.000477662,0,0
scrap,1,0.000477662,0,0
Grandfathers,1,0.000477662,0,0
timeframe,1,0.000477662,0,0
25Age,1,0.000477662,0,0
1lb,1,0.000477662,0,0
Putnam,1,0.000477662,0,0
4750,1,0.000477662,0,0
cartilage,1,0.000477662,0,0
highfelt,1,0.000477662,0,0
Pompom,1,0.000477662,0,0
appeared,1,0.000477662,0,0
peyote,1,0.000477662,0,0
38yearold,1,0.000477662,0,0
lanterns,1,0.000477662,0,0
Forest,1,0.000477662,0,0
ether,1,0.000477662,0,0
caringloving,1,0.000477662,0,0
basic,1,0.000477662,0,0.125
CO,1,0.000477662,0,0
suppress,1,0.000477662,0,0
regretted,1,0.000477662,0,0
placemade,1,0.000477662,0,0
stash,1,0.000477662,0,0
2735,1,0.000477662,0,0
2730,1,0.000477662,0,0
Jenks,1,0.000477662,0,0
Lartab,1,0.000477662,0,0
id,1,0.000477662,0,0
bottled,1,0.000477662,0,0
belly,1,0.000477662,0,0
confronting,1,0.000477662,0,0
advocate,1,0.000477662,0,0
Gallons,1,0.000477662,0,0
Dusters,1,0.000477662,0,0
settled,1,0.000477662,0,0
smoker,1,0.000477662,0,0
T,1,0.000477662,0,0
Jewish,1,0.000477662,0,0
practices,1,0.000477662,0,0
butted,1,0.000477662,0,0
devoiced,1,0.000477662,0,0
Closeknit,1,0.000477662,0,0
Worth,1,0.000477662,0.3,0.1
Roberts,1,0.000477662,0,0
lockerand,1,0.000477662,0,0
nude,1,0.000477662,0,0
manual,1,0.000477662,0,0
3033,1,0.000477662,0,0
Pasadena,1,0.000477662,0,0
Broad,1,0.000477662,0.0625,0.3125
DNA,1,0.000477662,0,0
hindsight,1,0.000477662,0,0
COPD,1,0.000477662,0,0
Healthy,1,0.000477662,0.5,0.5
keeper,1,0.000477662,0,0
puking,1,0.000477662,0,0
OxyContinMorphineLortabsMethadonePercosetDemerolVicodinCodeine,1,0.000477662,0,0
magazine,1,0.000477662,0,0
Pregnancy,1,0.000477662,0,0
mixture,1,0.000477662,0,0
stepdads,1,0.000477662,0,0
pair,1,0.000477662,0,0
lieu,1,0.000477662,0,0
Newnon,1,0.000477662,0,0
jealousy,1,0.000477662,0,0
approximate,1,0.000477662,-0.4,0.6
inspected,1,0.000477662,0,0
drinksday,1,0.000477662,0,0
freebase,1,0.000477662,0,0
Holdenville,1,0.000477662,0,0
FebMay,1,0.000477662,0,0
clinics,1,0.000477662,0,0
ford,1,0.000477662,0,0
lows,1,0.000477662,0,0
Pints,1,0.000477662,0,0
prevents,1,0.000477662,0,0
daddy,1,0.000477662,0,0
SWOSU,1,0.000477662,0,0
Ciroc,1,0.000477662,0,0
mediocre,1,0.000477662,-0.5,1
generally,1,0.000477662,0.05,0.5
Andrew,1,0.000477662,0,0
handed,1,0.000477662,0,0
ALSO,1,0.000477662,0,0
PreMed,1,0.000477662,0,0
HOW,1,0.000477662,0,0
Responded,1,0.000477662,0,0
hitchhikers,1,0.000477662,0,0
Substitute,1,0.000477662,0,0
restored,1,0.000477662,0,0
varsity,1,0.000477662,0,0
relieve,1,0.000477662,0,0
mill,1,0.000477662,0,0
milk,1,0.000477662,0,0
21st,1,0.000477662,0,0
Lihue,1,0.000477662,0,0
burnout,1,0.000477662,0,0
technique,1,0.000477662,0,0
Yankee,1,0.000477662,0,0
offthought,1,0.000477662,0,0
dinghy,1,0.000477662,0,0
uneventful,1,0.000477662,0,0
7years,1,0.000477662,0,0
wore,1,0.000477662,0,0
pallbearer,1,0.000477662,0,0
item,1,0.000477662,0,0
jailprison,1,0.000477662,0,0
suspect,1,0.000477662,0,0
120150mg,1,0.000477662,0,0
fend,1,0.000477662,0,0
livein,1,0.000477662,0,0
Changed,1,0.000477662,0,0
earthquake,1,0.000477662,0,0
somatic,1,0.000477662,0,0
useful,1,0.000477662,0.3,0
12reports,1,0.000477662,0,0
storms,1,0.000477662,0,0
quitterbut,1,0.000477662,0,0
POSTTRAUMATIC,1,0.000477662,0,0
tingling,1,0.000477662,0,0
troops,1,0.000477662,0,0
scenarios,1,0.000477662,0,0
Visa,1,0.000477662,0,0
curriculum,1,0.000477662,0,0
Bee,1,0.000477662,0,0
savior,1,0.000477662,0,0
Pyramid,1,0.000477662,0,0
churchsubject,1,0.000477662,0,0
soul,1,0.000477662,0,0
premarital,1,0.000477662,0,0
arrive,1,0.000477662,0,0
attemptsaid,1,0.000477662,0,0
Heather,1,0.000477662,0,0
ranking,1,0.000477662,0,0
pawning,1,0.000477662,0,0
confused,1,0.000477662,-0.4,0.7
agent,1,0.000477662,0,0
council,1,0.000477662,0,0
pink,1,0.000477662,-0.1,0.3
Coke,1,0.000477662,0,0
till,1,0.000477662,0,0
Carrollton,1,0.000477662,0,0
skater,1,0.000477662,0,0
Sips,1,0.000477662,0,0
environmentsubject,1,0.000477662,0,0
pressuring,1,0.000477662,0,0
borrowing,1,0.000477662,0,0
TRMC,1,0.000477662,0,0
Badminton,1,0.000477662,0,0
reentering,1,0.000477662,0,0
Trip,1,0.000477662,0,0
cute,1,0.000477662,0.5,1
pointed,1,0.000477662,0,0
Slept,1,0.000477662,0,0
nearfatal,1,0.000477662,0,0
stability,1,0.000477662,0,0
maid,1,0.000477662,0,0
listing,1,0.000477662,0,0
texas,1,0.000477662,0,0
finance,1,0.000477662,0,0
forgedinvalid,1,0.000477662,0,0
2112016,1,0.000477662,0,0
attorneys,1,0.000477662,0,0
Event,1,0.000477662,0,0
42year,1,0.000477662,0,0
conventions,1,0.000477662,0,0
description,1,0.000477662,0,0
7122016,1,0.000477662,0,0
interference,1,0.000477662,0,0
spies,1,0.000477662,0,0
lump,1,0.000477662,0,0
advance,1,0.000477662,0,0
language,1,0.000477662,0,0
xmas,1,0.000477662,0,0
mesh,1,0.000477662,0,0
nutritional,1,0.000477662,0,0
crib,1,0.000477662,0,0
Wild,1,0.000477662,0.1,0.4
personalities,1,0.000477662,0,0
1x,1,0.000477662,0,0
17yearold,1,0.000477662,0,0
cleanse,1,0.000477662,0,0
sailing,1,0.000477662,0,0
protected,1,0.000477662,0,0
knives,1,0.000477662,0,0
venture,1,0.000477662,0,0
Antidepressants,1,0.000477662,0,0
gathering,1,0.000477662,0,0
DJ,1,0.000477662,0,0
mundane,1,0.000477662,-0.166666667,0.166666667
DA,1,0.000477662,0,0
Torrance,1,0.000477662,0,0
gangbanging,1,0.000477662,0,0
potential,1,0.000477662,0,1
Dx,1,0.000477662,0,0
enrolling,1,0.000477662,0,0
Fortworth,1,0.000477662,0,0
sheets,1,0.000477662,0,0
hardships,1,0.000477662,0,0
surprising,1,0.000477662,0.7,0.5
Librium,1,0.000477662,0,0
kwon,1,0.000477662,0,0
shoe,1,0.000477662,0,0
boyfriendfriends,1,0.000477662,0,0
Kicked,1,0.000477662,0,0
treasure,1,0.000477662,0,0
SaveALot,1,0.000477662,0,0
Texakarna,1,0.000477662,0,0
Kiamichi,1,0.000477662,0,0
200000,1,0.000477662,0,0
hippo,1,0.000477662,0,0
Escitalopram,1,0.000477662,0,0
affecting,1,0.000477662,0,0
unimportant,1,0.000477662,-0.4,0.95
conjunction,1,0.000477662,0,0
8011990,1,0.000477662,0,0
secondary,1,0.000477662,-0.3,0.3
Angel,1,0.000477662,0,0
Lawrenceville,1,0.000477662,0,0
37Subject,1,0.000477662,0,0
seat,1,0.000477662,0,0
Placement,1,0.000477662,0,0
wonder,1,0.000477662,0,0
camping,1,0.000477662,0,0
boundaries,1,0.000477662,0,0
OUSchool,1,0.000477662,0,0
12steps,1,0.000477662,0,0
tub,1,0.000477662,0,0
cervical,1,0.000477662,0,0
fried,1,0.000477662,0,0
Liquid,1,0.000477662,0,0
tour,1,0.000477662,0,0
guardians,1,0.000477662,0,0
traded,1,0.000477662,0,0
accusation,1,0.000477662,0,0
disliking,1,0.000477662,0,0
snortingeating,1,0.000477662,0,0
divorcedsubject,1,0.000477662,0,0
discouraged,1,0.000477662,0,0
capable,1,0.000477662,0.2,0.4
acro,1,0.000477662,0,0
Gordmans,1,0.000477662,0,0
30000,1,0.000477662,0,0
laptops,1,0.000477662,0,0
SECOND,1,0.000477662,0,0
stacked,1,0.000477662,0,0
1012mg,1,0.000477662,0,0
warning,1,0.000477662,0,0
cancelled,1,0.000477662,0,0
bathrooms,1,0.000477662,0,0
FridaySunday,1,0.000477662,0,0
rammed,1,0.000477662,0,0
Nimitz,1,0.000477662,0,0
Lunas,1,0.000477662,0,0
baths,1,0.000477662,0,0
traffickers,1,0.000477662,0,0
flipped,1,0.000477662,0,0
PTreceived,1,0.000477662,0,0
absences,1,0.000477662,0,0
compromised,1,0.000477662,0,0
Jazz,1,0.000477662,0,0
acquaintances,1,0.000477662,0,0
pan,1,0.000477662,0,0
Bosnia,1,0.000477662,0,0
companion,1,0.000477662,0,0
driven,1,0.000477662,0,0
Firearm,1,0.000477662,0,0
consisted,1,0.000477662,0,0
Transferring,1,0.000477662,0,0
fueling,1,0.000477662,0,0
dehydration,1,0.000477662,0,0
attentionrevenge,1,0.000477662,0,0
Ganado,1,0.000477662,0,0
ketamine,1,0.000477662,0,0
underaged,1,0.000477662,0,0
mow,1,0.000477662,0,0
Coconut,1,0.000477662,0,0
Liberal,1,0.000477662,0,0
aiming,1,0.000477662,0,0
possessive,1,0.000477662,0,0
terrorize,1,0.000477662,0,0
facing,1,0.000477662,0,0
London,1,0.000477662,0,0
Enid,1,0.000477662,0,0
10325,1,0.000477662,0,0
Entertainment,1,0.000477662,0,0
alternated,1,0.000477662,0,0
pronounce,1,0.000477662,0,0
organizing,1,0.000477662,0,0
Four,1,0.000477662,0,0
lunar,1,0.000477662,0,0
pipes,1,0.000477662,0,0
measuring,1,0.000477662,0,0
10312016,1,0.000477662,0,0
fitness,1,0.000477662,0,0
40HRs,1,0.000477662,0,0
